"Name","Position","Team","Year","Week","PassYds","PassTD","PassComp","PassAtt","PassPct","PassYdsPerAtt","PassLong","QBR","Int","Sacks","RushYds","RushTD","RushAtt","RushAve","RushLong","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"deandre washington","RB","OAK","2019","7","","","","","","","","","","","29","0","6","4.8","8","12","0","1","1","12.0","12"
"derek carrier","RB","OAK","2019","7","","","","","","","","","","","","","","","","22","0","2","4","11.0","17"
"derrick henry","RB","TEN","2019","7","","","","","","","","","","","90","1","22","4.1","12","18","0","1","1","18.0","18"
"devin singletary","RB","BUF","2019","7","","","","","","","","","","","26","0","7","3.7","9","","","","","",""
"devonta freeman","RB","ATL","2019","7","","","","","","","","","","","19","0","7","2.7","9","6","0","2","3","3.0","4"
"dexter williams","RB","GB","2019","7","","","","","","","","","","","2","0","3","0.7","2","","","","","",""
"dion lewis","RB","TEN","2019","7","","","","","","","","","","","2","0","1","2.0","2","0","0","0","1","-","0"
"duke johnson","RB","HOU","2019","7","","","","","","","","","","","34","0","7","4.9","11","22","0","2","5","11.0","12"
"dwayne washington","RB","NO","2019","7","","","","","","","","","","","","","","","","6","0","1","1","6.0","6"
"ezekiel elliott","RB","DAL","2019","7","","","","","","","","","","","111","1","22","5.0","16","36","0","6","7","6.0","9"
"frank gore","RB","BUF","2019","7","","","","","","","","","","","55","0","11","5.0","15","11","0","1","1","11.0","11"
"giovani bernard","RB","CIN","2019","7","","","","","","","","","","","0","0","4","0.0","2","4","0","2","3","2.0","4"
"gus edwards","RB","BAL","2019","7","","","","","","","","","","","35","0","8","4.4","14","","","","","",""
"ito smith","RB","ATL","2019","7","","","","","","","","","","","7","0","1","7.0","7","","","","","",""
"jamaal williams","RB","GB","2019","7","","","","","","","","","","","5","0","3","1.7","3","26","1","4","5","6.5","9"
"james white","RB","NE","2019","7","","","","","","","","","","","0","0","5","0.0","3","59","0","7","8","8.4","22"
"jd mckissic","RB","DET","2019","7","","","","","","","","","","","29","0","5","5.8","14","31","0","2","3","15.5","22"
"jeff wilson","RB","SF","2019","7","","","","","","","","","","","20","0","5","4.0","6","","","","","",""
"joe mixon","RB","CIN","2019","7","","","","","","","","","","","2","0","10","0.2","4","2","1","1","2","2.0","2"
"john kelly","RB","LAR","2019","7","","","","","","","","","","","9","0","3","3.0","6","","","","","",""
"jordan howard","RB","PHI","2019","7","","","","","","","","","","","50","0","11","4.5","16","6","0","2","2","3.0","9"
"jordan wilkins","RB","IND","2019","7","","","","","","","","","","","9","0","2","4.5","9","6","0","1","1","6.0","6"
"josh jacobs","RB","OAK","2019","7","","","","","","","","","","","124","0","21","5.9","42","10","0","3","3","3.3","4"
"kalen ballage","RB","MIA","2019","7","","","","","","","","","","","7","1","3","2.3","3","","","","","",""
"kenjon barner","RB","ATL","2019","7","","","","","","","","","","","","","","","","0","0","0","1","-","0"
"kenyan drake","RB","MIA","2019","7","","","","","","","","","","","21","0","6","3.5","11","37","0","3","4","12.3","26"
"kerryon johnson","RB","DET","2019","7","","","","","","","","","","","23","0","5","4.6","6","0","0","0","1","-","0"
"latavius murray","RB","NO","2019","7","","","","","","","","","","","119","2","27","4.4","17","31","0","5","6","6.2","12"
"leonard fournette","RB","JAX","2019","7","","","","","","","","","","","131","0","29","4.5","20","14","0","2","2","7.0","10"
"lesean mccoy","RB","KC","2019","7","","","","","","","","","","","64","0","12","5.3","22","12","0","2","2","6.0","6"
"leveon bell","RB","NYJ","2019","7","","","","","","","","","","","70","0","15","4.7","19","6","0","1","4","6.0","6"
"mark ingram","RB","BAL","2019","7","","","","","","","","","","","46","0","12","3.8","8","7","0","1","1","7.0","7"
"mark walton","RB","MIA","2019","7","","","","","","","","","","","66","0","14","4.7","19","-8","0","1","1","-8.0","-8"
"marlon mack","RB","IND","2019","7","","","","","","","","","","","44","0","18","2.4","7","12","0","3","3","4.0","7"
"matt breida","RB","SF","2019","7","","","","","","","","","","","35","0","8","4.4","11","1","0","1","1","1.0","1"
"melvin gordon","RB","LAC","2019","7","","","","","","","","","","","32","0","16","2.0","6","-3","1","2","3","-1.5","1"
"miles sanders","RB","PHI","2019","7","","","","","","","","","","","21","0","6","3.5","7","11","0","3","3","3.7","5"
"nyheim hines","RB","IND","2019","7","","","","","","","","","","","3","0","1","3.0","3","13","0","1","2","13.0","13"
"phillip lindsay","RB","DEN","2019","7","","","","","","","","","","","36","0","11","3.3","9","-4","0","1","1","-4.0","-4"
"royce freeman","RB","DEN","2019","7","","","","","","","","","","","35","1","10","3.5","14","32","0","4","5","8.0","11"
"ryquell armstead","RB","JAX","2019","7","","","","","","","","","","","3","0","3","1.0","6","0","0","0","1","-","0"
"saquon barkley","RB","NYG","2019","7","","","","","","","","","","","72","1","18","4.0","20","8","0","3","5","2.7","10"
"sony michel","RB","NE","2019","7","","","","","","","","","","","42","3","19","2.2","11","-8","0","1","2","-8.0","-8"
"tarik cohen","RB","CHI","2019","7","","","","","","","","","","","10","0","3","3.3","9","19","0","9","12","2.1","9"
"tevin coleman","RB","SF","2019","7","","","","","","","","","","","62","0","20","3.1","9","-1","0","2","2","-0.5","0"
"todd gurley","RB","LAR","2019","7","","","","","","","","","","","41","0","18","2.3","10","13","1","1","1","13.0","13"
"tony pollard","RB","DAL","2019","7","","","","","","","","","","","28","0","8","3.5","11","","","","","",""
"trevor davis","RB","OAK","2019","7","","","","","","","","","","","","","","","","26","0","2","2","13.0","16"
"ty johnson","RB","DET","2019","7","","","","","","","","","","","29","0","10","2.9","6","28","0","4","4","7.0","9"
"ty montgomery","RB","NYJ","2019","7","","","","","","","","","","","9","0","2","4.5","6","0","0","0","1","-","0"
"wendell smallwood","RB","WAS","2019","7","","","","","","","","","","","23","0","5","4.6","17","18","0","1","1","18.0","18"
"zach zenner","RB","NO","2019","7","","","","","","","","","","","1","0","1","1.0","1","6","0","1","2","6.0","6"
"adam shaheen","TE","CHI","2019","7","","","","","","","","","","","","","","","","24","0","2","2","12.0","18"
"andrew beck","TE","DEN","2019","7","","","","","","","","","","","","","","","","0","0","0","1","-","0"
"anthony firkser","TE","TEN","2019","7","","","","","","","","","","","","","","","","27","0","1","1","27.0","27"
"austin hooper","TE","ATL","2019","7","","","","","","","","","","","","","","","","46","1","4","5","11.5","19"
"benjamin watson","TE","NE","2019","7","","","","","","","","","","","","","","","","18","0","3","5","6.0","10"
"blake bell","TE","KC","2019","7","","","","","","","","","","","","","","","","0","0","0","1","-","0"
"blake jarwin","TE","DAL","2019","7","","","","","","","","","","","","","","","","1","1","1","1","1.0","1"
"charles clay","TE","ARI","2019","7","","","","","","","","","","","","","","","","12","0","1","2","12.0","12"
"dallas goedert","TE","PHI","2019","7","","","","","","","","","","","","","","","","69","1","4","4","17.3","28"
"darren fells","TE","HOU","2019","7","","","","","","","","","","","","","","","","27","0","2","2","13.5","19"
"darren waller","TE","OAK","2019","7","","","","","","","","","","","","","","","","126","2","7","8","18.0","48"
"dawson knox","TE","BUF","2019","7","","","","","","","","","","","","","","","","22","0","2","5","11.0","20"
"drew sample","TE","CIN","2019","7","","","","","","","","","","","","","","","","3","0","1","1","3.0","3"
"durham smythe","TE","MIA","2019","7","","","","","","","","","","","","","","","","0","0","0","1","-","0"
"eric ebron","TE","IND","2019","7","","","","","","","","","","","","","","","","70","1","4","5","17.5","33"
"eric tomlinson","TE","NE","2019","7","","","","","","","","","","","","","","","","1","0","1","1","1.0","1"
"evan engram","TE","NYG","2019","7","","","","","","","","","","","","","","","","6","0","1","5","6.0","6"
"foster moreau","TE","OAK","2019","7","","","","","","","","","","","","","","","","24","1","2","3","12.0","14"
"george kittle","TE","SF","2019","7","","","","","","","","","","","0","0","2","0.0","2","38","0","3","5","12.7","16"
"gerald everett","TE","LAR","2019","7","","","","","","","","","","","","","","","","50","1","4","10","12.5","33"
"hayden hurst","TE","BAL","2019","7","","","","","","","","","","","","","","","","10","0","1","2","10.0","10"
"hunter henry","TE","LAC","2019","7","","","","","","","","","","","","","","","","97","0","6","8","16.2","23"
"irv smith jr","TE","MIN","2019","7","","","","","","","","","","","","","","","","60","0","5","6","12.0","28"
"jack doyle","TE","IND","2019","7","","","","","","","","","","","","","","","","21","0","3","5","7.0","19"
"jacob hollister","TE","SEA","2019","7","","","","","","","","","","","","","","","","20","0","3","6","6.7","9"
"jason witten","TE","DAL","2019","7","","","","","","","","","","","","","","","","33","0","4","4","8.3","10"
"jeremy sprinkle","TE","WAS","2019","7","","","","","","","","","","","","","","","","13","0","2","2","6.5","13"
"jesse james 2","TE","DET","2019","7","","","","","","","","","","","","","","","","7","0","1","4","7.0","7"
"jimmy graham","TE","GB","2019","7","","","","","","","","","","","","","","","","65","1","4","4","16.3","29"
"johnny mundt","TE","LAR","2019","7","","","","","","","","","","","","","","","","0","0","0","1","-","0"
"jonnu smith","TE","TEN","2019","7","","","","","","","","","","","","","","","","64","0","3","3","21.3","35"
"jordan akins","TE","HOU","2019","7","","","","","","","","","","","","","","","","17","0","2","2","8.5","11"
"josh hill 2","TE","NO","2019","7","","","","","","","","","","","","","","","","43","1","3","3","14.3","27"
"kyle rudolph","TE","MIN","2019","7","","","","","","","","","","","","","","","","58","1","5","6","11.6","15"
"lee smith","TE","BUF","2019","7","","","","","","","","","","","","","","","","9","0","1","1","9.0","9"
"levine toilolo","TE","SF","2019","7","","","","","","","","","","","","","","","","2","0","1","1","2.0","2"
"luke willson","TE","SEA","2019","7","","","","","","","","","","","","","","","","0","0","0","1","-","0"
"mark andrews","TE","BAL","2019","7","","","","","","","","","","","","","","","","39","0","2","8","19.5","33"
"maxx williams","TE","ARI","2019","7","","","","","","","","","","","","","","","","5","0","1","1","5.0","5"
"mike gesicki","TE","MIA","2019","7","","","","","","","","","","","","","","","","41","0","4","4","10.3","17"
"noah fant","TE","DEN","2019","7","","","","","","","","","","","","","","","","7","0","1","5","7.0","7"
"rhett ellison","TE","NYG","2019","7","","","","","","","","","","","","","","","","33","1","2","2","16.5","28"
"ross dwelley","TE","SF","2019","7","","","","","","","","","","","","","","","","2","0","1","3","2.0","2"
"ryan griffin","TE","NYJ","2019","7","","","","","","","","","","","","","","","","1","0","1","2","1.0","1"
"seth devalve","TE","JAX","2019","7","","","","","","","","","","","","","","","","0","0","0","2","-","0"
"taysom hill","TE","NO","2019","7","","","","","","","","","","","21","0","2","10.5","23","4","1","1","2","4.0","4"
"tj hockenson","TE","DET","2019","7","","","","","","","","","","","","","","","","32","0","3","5","10.7","14"
"travis kelce","TE","KC","2019","7","","","","","","","","","","","","","","","","44","0","6","8","7.3","13"
"trey burton","TE","CHI","2019","7","","","","","","","","","","","","","","","","11","0","2","4","5.5","8"
"tyler eifert","TE","CIN","2019","7","","","","","","","","","","","","","","","","10","0","2","2","5.0","6"
"tyler higbee","TE","LAR","2019","7","","","","","","","","","","","","","","","","8","0","1","1","8.0","8"
"virgil green","TE","LAC","2019","7","","","","","","","","","","","","","","","","9","0","1","1","9.0","9"
"zach ertz","TE","PHI","2019","7","","","","","","","","","","","","","","","","38","0","2","6","19.0","24"
"adam humphries","WR","TEN","2019","7","","","","","","","","","","","","","","","","40","0","4","4","10.0","14"
"adam thielen","WR","MIN","2019","7","","","","","","","","","","","","","","","","25","1","1","2","25.0","25"
"aj brown","WR","TEN","2019","7","","","","","","","","","","","-2","0","1","-2.0","-2","64","0","6","8","10.7","16"
"albert wilson","WR","MIA","2019","7","0","0","0","0","-","-","0","0.0","0","1","","","","","","22","0","1","2","22.0","22"
"alex erickson","WR","CIN","2019","7","","","","","","","","","","","-2","0","2","-1.0","9","137","0","8","14","17.1","48"
"allen hurns","WR","MIA","2019","7","","","","","","","","","","","","","","","","53","0","3","3","17.7","27"
"allen lazard","WR","GB","2019","7","","","","","","","","","","","","","","","","42","0","3","4","14.0","26"
"allen robinson","WR","CHI","2019","7","","","","","","","","","","","","","","","","87","1","10","16","8.7","17"
"alshon jeffery","WR","PHI","2019","7","","","","","","","","","","","","","","","","38","0","2","5","19.0","30"
"amari cooper","WR","DAL","2019","7","","","","","","","","","","","","","","","","106","0","5","5","21.2","44"
"andre roberts","WR","BUF","2019","7","","","","","","","","","","","","","","","","0","0","0","1","-","0"
"andy isabella","WR","ARI","2019","7","","","","","","","","","","","","","","","","8","0","2","2","4.0","5"
"anthony miller 3","WR","CHI","2019","7","","","","","","","","","","","-1","0","1","-1.0","-1","64","0","5","9","12.8","28"
"auden tate","WR","CIN","2019","7","","","","","","","","","","","","","","","","65","0","3","6","21.7","33"
"austin carr","WR","NO","2019","7","","","","","","","","","","","","","","","","0","0","0","2","-","0"
"bennie fowler","WR","NYG","2019","7","","","","","","","","","","","","","","","","35","0","4","5","8.8","13"
"brandin cooks","WR","LAR","2019","7","","","","","","","","","","","","","","","","59","0","4","7","14.8","21"
"braxton berrios","WR","NYJ","2019","7","","","","","","","","","","","","","","","","1","0","1","1","1.0","1"
"calvin ridley","WR","ATL","2019","7","","","","","","","","","","","","","","","","30","0","4","6","7.5","14"
"chester rogers","WR","IND","2019","7","","","","","","","","","","","","","","","","24","0","2","2","12.0","19"
"chris conley","WR","JAX","2019","7","","","","","","","","","","","","","","","","83","0","3","7","27.7","47"
"cody latimer","WR","NYG","2019","7","","","","","","","","","","","","","","","","33","0","4","5","8.3","13"
"cole beasley","WR","BUF","2019","7","","","","","","","","","","","","","","","","16","1","3","6","5.3","8"
"cooper kupp","WR","LAR","2019","7","","","","","","","","","","","","","","","","50","0","6","8","8.3","17"
"cordarrelle patterson","WR","CHI","2019","7","","","","","","","","","","","2","0","1","2.0","2","21","0","2","3","10.5","11"
"corey davis","WR","TEN","2019","7","","","","","","","","","","","","","","","","80","1","6","7","13.3","38"
"courtland sutton","WR","DEN","2019","7","","","","","","","","","","","","","","","","87","0","6","8","14.5","41"
"daesean hamilton","WR","DEN","2019","7","","","","","","","","","","","","","","","","4","0","2","5","2.0","4"
"damiere byrd","WR","ARI","2019","7","","","","","","","","","","","","","","","","4","0","1","2","4.0","4"
"dan arnold","WR","NO","2019","7","","","","","","","","","","","","","","","","0","0","0","1","-","0"
"danny amendola","WR","DET","2019","7","","","","","","","","","","","","","","","","105","0","8","11","13.1","36"
"dante pettis","WR","SF","2019","7","","","","","","","","","","","","","","","","0","0","0","2","-","0"
"darius slayton","WR","NYG","2019","7","","","","","","","","","","","","","","","","28","0","2","2","14.0","20"
"david moore","WR","SEA","2019","7","","","","","","","","","","","","","","","","14","0","1","3","14.0","14"
"deandre hopkins","WR","HOU","2019","7","","","","","","","","","","","","","","","","106","1","9","12","11.8","21"
"deanthony thomas","WR","KC","2019","7","","","","","","","","","","","0","0","0","-","0","","","","","",""
"dede westbrook","WR","JAX","2019","7","","","","","","","","","","","14","0","2","7.0","8","103","0","6","9","17.2","33"
"demarcus robinson","WR","KC","2019","7","","","","","","","","","","","","","","","","31","0","3","5","10.3","16"
"demaryius thomas","WR","NYJ","2019","7","","","","","","","","","","","","","","","","42","0","3","9","14.0","20"
"devante parker","WR","MIA","2019","7","","","","","","","","","","","","","","","","55","1","5","10","11.0","14"
"dhaquille williams","WR","BUF","2019","7","","","","","","","","","","","","","","","","23","0","1","1","23.0","23"
"diontae spencer","WR","DEN","2019","7","","","","","","","","","","","","","","","","5","0","1","1","5.0","5"
"dj chark","WR","JAX","2019","7","","","","","","","","","","","20","0","1","20.0","20","53","0","3","5","17.7","33"
"dk metcalf","WR","SEA","2019","7","","","","","","","","","","","","","","","","53","0","4","9","13.3","37"
"emmanuel sanders","WR","DEN","2019","7","","","","","","","","","","","","","","","","60","0","5","6","12.0","16"
"geronimo allison","WR","GB","2019","7","","","","","","","","","","","","","","","","33","0","4","5","8.3","15"
"golden tate","WR","NYG","2019","7","","","","","","","","","","","","","","","","80","0","6","11","13.3","20"
"gunner olszewski","WR","NE","2019","7","","","","","","","","","","","","","","","","0","0","0","1","-","0"
"hunter renfrow","WR","OAK","2019","7","","","","","","","","","","","","","","","","14","0","2","3","7.0","10"
"isaiah ford","WR","MIA","2019","7","","","","","","","","","","","","","","","","0","0","0","1","-","0"
"isaiah mckenzie","WR","BUF","2019","7","","","","","","","","","","","","","","","","11","0","2","3","5.5","10"
"jake kumerow","WR","GB","2019","7","","","","","","","","","","","","","","","","54","1","2","2","27.0","37"
"jakobi meyers","WR","NE","2019","7","","","","","","","","","","","","","","","","47","0","5","5","9.4","23"
"jalen richard","WR","OAK","2019","7","","","","","","","","","","","2","0","2","1.0","4","5","0","1","1","5.0","5"
"jamison crowder","WR","NYJ","2019","7","","","","","","","","","","","","","","","","26","0","4","5","6.5","9"
"jaron brown","WR","SEA","2019","7","","","","","","","","","","","","","","","","60","0","3","6","20.0","48"
"javon wims","WR","CHI","2019","7","","","","","","","","","","","","","","","","6","1","1","1","6.0","6"
"john brown","WR","BUF","2019","7","","","","","","","","","","","","","","","","83","1","5","6","16.6","24"
"josh reynolds","WR","LAR","2019","7","","","","","","","","","","","","","","","","0","0","0","1","-","0"
"julian edelman","WR","NE","2019","7","","","","","","","","","","","20","0","3","6.7","9","47","0","7","12","6.7","14"
"julio jones","WR","ATL","2019","7","","","","","","","","","","","","","","","","93","0","6","9","15.5","39"
"justin hardy","WR","ATL","2019","7","","","","","","","","","","","","","","","","19","0","2","2","9.5","15"
"keelan cole","WR","JAX","2019","7","","","","","","","","","","","","","","","","2","1","1","2","2.0","2"
"keelan doss","WR","OAK","2019","7","","","","","","","","","","","","","","","","54","0","3","5","18.0","31"
"keenan allen","WR","LAC","2019","7","","","","","","","","","","","","","","","","61","0","4","11","15.3","17"
"keesean johnson","WR","ARI","2019","7","","","","","","","","","","","","","","","","6","0","1","2","6.0","6"
"keke coutee","WR","HOU","2019","7","","","","","","","","","","","4","1","1","4.0","4","25","0","3","5","8.3","13"
"kendrick bourne","WR","SF","2019","7","","","","","","","","","","","","","","","","69","0","3","4","23.0","28"
"kenny golladay","WR","DET","2019","7","","","","","","","","","","","","","","","","21","0","1","2","21.0","21"
"kenny stills","WR","HOU","2019","7","","","","","","","","","","","","","","","","105","0","4","5","26.3","45"
"larry fitzgerald","WR","ARI","2019","7","","","","","","","","","","","","","","","","12","0","1","3","12.0","12"
"mack hollins","WR","PHI","2019","7","","","","","","","","","","","","","","","","0","0","0","1","-","0"
"malik turner","WR","SEA","2019","7","","","","","","","","","","","","","","","","24","0","1","1","24.0","24"
"marcell ateman","WR","OAK","2019","7","","","","","","","","","","","","","","","","36","0","1","1","36.0","36"
"marquez valdes scantling","WR","GB","2019","7","","","","","","","","","","","","","","","","133","1","2","3","66.5","74"
"marquise goodwin","WR","SF","2019","7","","","","","","","","","","","","","","","","0","0","0","1","-","0"
"marvin hall","WR","DET","2019","7","","","","","","","","","","","","","","","","47","0","1","2","47.0","47"
"marvin jones","WR","DET","2019","7","","","","","","","","","","","","","","","","93","4","10","13","9.3","24"
"mecole hardman","WR","KC","2019","7","","","","","","","","","","","","","","","","28","1","2","3","14.0","21"
"michael gallup","WR","DAL","2019","7","","","","","","","","","","","","","","","","34","0","3","4","11.3","14"
"mike thomas 2","WR","NO","2019","7","","","","","","","","","","","","","","","","131","0","9","11","14.6","34"
"mike williams 5","WR","LAC","2019","7","","","","","","","","","","","","","","","","47","0","4","6","11.8","21"
"miles boykin","WR","BAL","2019","7","","","","","","","","","","","","","","","","55","0","2","2","27.5","50"
"mohamed sanu","WR","ATL","2019","7","","","","","","","","","","","","","","","","3","0","1","2","3.0","3"
"nelson agholor","WR","PHI","2019","7","","","","","","","","","","","","","","","","24","0","2","3","12.0","18"
"nick boyle","WR","BAL","2019","7","","","","","","","","","","","","","","","","20","0","1","1","20.0","20"
"olabisi johnson","WR","MIN","2019","7","","","","","","","","","","","","","","","","40","1","4","8","10.0","19"
"paul richardson","WR","WAS","2019","7","","","","","","","","","","","","","","","","0","0","0","1","-","0"
"pharoh cooper","WR","ARI","2019","7","","","","","","","","","","","","","","","","29","0","4","4","7.3","10"
"phillip dorsett","WR","NE","2019","7","","","","","","","","","","","","","","","","46","1","3","4","15.3","26"
"preston williams","WR","MIA","2019","7","","","","","","","","","","","","","","","","82","0","6","8","13.7","35"
"randall cobb","WR","DAL","2019","7","","","","","","","","","","","","","","","","29","0","2","3","14.5","15"
"richie james","WR","SF","2019","7","","","","","","","","","","","","","","","","40","0","1","1","40.0","40"
"robby anderson","WR","NYJ","2019","7","","","","","","","","","","","","","","","","10","0","1","8","10.0","10"
"robert woods","WR","LAR","2019","7","","","","","","","","","","","6","0","1","6.0","6","80","0","5","7","16.0","25"
"russell gage","WR","ATL","2019","7","","","","","","","","","","","","","","","","13","0","1","2","13.0","13"
"seth roberts","WR","BAL","2019","7","","","","","","","","","","","","","","","","9","0","1","4","9.0","9"
"stefon diggs","WR","MIN","2019","7","","","","","","","","","","","","","","","","143","0","7","8","20.4","66"
"steven sims","WR","WAS","2019","7","","","","","","","","","","","0","0","1","0.0","0","5","0","3","3","1.7","6"
"tajae sharpe","WR","TEN","2019","7","","","","","","","","","","","","","","","","19","1","2","3","9.5","14"
"tavon austin","WR","DAL","2019","7","","","","","","","","","","","20","1","1","20.0","20","0","0","0","1","-","0"
"taylor gabriel","WR","CHI","2019","7","","","","","","","","","","","","","","","","6","0","1","2","6.0","6"
"ted ginn jr","WR","NO","2019","7","","","","","","","","","","","","","","","","48","0","2","5","24.0","45"
